id,list,unit,german,fa_text,audio_path
b2-0792,B2 all 12 units,Unit 6,energieintensiv,پرمصرف از نظر انرژی,audio/fa/7eed2c9976da8adfbd.mp3
b2-0793,B2 all 12 units,Unit 6,erschweren,دشوار ساختن,audio/fa/29fce55af30d7c2ad5.mp3
b2-0794,B2 all 12 units,Unit 6,der Individualverkehr,ترافیک شخصی,audio/fa/b18ed6acecde0343c9.mp3
b2-0795,B2 all 12 units,Unit 6,der Klimawandel,تغییر اقلیم,audio/fa/a7286602945f3f9411.mp3
b2-0796,B2 all 12 units,Unit 6,die Lärmbelästigung,آلودگی صوتی,audio/fa/9ba7d7794cf4c478f3.mp3
b2-0797,B2 all 12 units,Unit 6,die Luftverschmutzung,آلودگی هوا,audio/fa/4e606eb8bdccfdd618.mp3
b2-0798,B2 all 12 units,Unit 6,die Mobilität,تحرک؛ جابه‌جایی,audio/fa/be486262ca63efe2a8.mp3
b2-0799,B2 all 12 units,Unit 6,das Park-and-Ride-System,سیستم پارک و استفاده از ترانسپورت عمومی,audio/fa/3a4412efb7ff9ce9ad.mp3
b2-0800,B2 all 12 units,Unit 6,die Selbstverständlichkeit,امر بدیهی,audio/fa/c601f914d8764adf6f.mp3
b2-0801,B2 all 12 units,Unit 6,etw. sperren,مسدود کردن,audio/fa/0a26355db65dea62e3.mp3
b2-0802,B2 all 12 units,Unit 6,überflüssig,غیرضروری,audio/fa/8694d487e708e24766.mp3
b2-0803,B2 all 12 units,Unit 6,etw. überlasten,بیش از حد بار کردن,audio/fa/9d768bb2795a6e35a2.mp3
b2-0804,B2 all 12 units,Unit 6,umsteigen auf (+ Akk.),تغییر دادن به,audio/fa/18ecd3c808520da853.mp3
b2-0805,B2 all 12 units,Unit 6,umweltfreundlich,دوستدار محیط‌زیست,audio/fa/793781534ec10e85dc.mp3
b2-0806,B2 all 12 units,Unit 6,"der Verbrennungsmotor, -en",موتور احتراقی,audio/fa/83f19663b0f263e020.mp3
b2-0807,B2 all 12 units,Unit 6,"das Verkehrsnetz, -e",شبکه ترانسپورت,audio/fa/154931b4a101652953.mp3
b2-0808,B2 all 12 units,Unit 6,verzichten auf (+ Akk.),صرف‌نظر کردن از,audio/fa/e5497c0f199aa2a0a0.mp3
b2-0809,B2 all 12 units,Unit 6,Vorrang haben,اولویت داشتن,audio/fa/c1e5976f5831fd0605.mp3
b2-0810,B2 all 12 units,Unit 6,jdn. zwingen,مجبور کردن,audio/fa/682c73ef90f2c76c95.mp3
b2-0811,B2 all 12 units,Unit 7,die Bedienbarkeit,قابلیت استفاده,audio/fa/649be308565864a882.mp3
b2-0812,B2 all 12 units,Unit 7,etw./jdn. bedienen,استفاده/اداره کردن؛ خدمت کردن,audio/fa/17e9734cfadc3dc4da.mp3
b2-0813,B2 all 12 units,Unit 7,benutzerfreundlich,کاربرپسند,audio/fa/2531ed5971a2d30dbb.mp3
b2-0814,B2 all 12 units,Unit 7,die Beseitigung,برطرف‌سازی,audio/fa/aff14e93330ca3939c.mp3
b2-0815,B2 all 12 units,Unit 7,etw. betreiben,راه‌اندازی/اداره کردن,audio/fa/424bf655d8826e06c1.mp3
b2-0816,B2 all 12 units,Unit 7,"die Checkliste, -n",فهرست بررسی,audio/fa/9627e5094c978c510c.mp3
b2-0817,B2 all 12 units,Unit 7,"das Design, -s",دیزاین؛ طرح,audio/fa/80ffc714f2d41105ae.mp3
b2-0818,B2 all 12 units,Unit 7,effizient,مؤثر؛ با بازدهی بالا,audio/fa/f1728d6939199fb59a.mp3
b2-0819,B2 all 12 units,Unit 7,etw. einstellen,تنظیم کردن,audio/fa/39d6be2bf3c07a607a.mp3
b2-0820,B2 all 12 units,Unit 7,haltbar,بادوام,audio/fa/599d6546a4ab2ac1eb.mp3
b2-0821,B2 all 12 units,Unit 7,die Haltbarkeit,دوام؛ ماندگاری,audio/fa/b93e77a34d66115d8b.mp3
b2-0822,B2 all 12 units,Unit 7,das Image,تصویر عمومی؛ شهرت,audio/fa/da4f7475630d7d0833.mp3
b2-0823,B2 all 12 units,Unit 7,"die Kundenbewertung, -en",ارزیابی مشتری,audio/fa/db8953198bfd262075.mp3
b2-0824,B2 all 12 units,Unit 7,langlebig,بادوام؛ طولانی‌مدت,audio/fa/82c6e199b1f3e9e0ca.mp3
b2-0825,B2 all 12 units,Unit 7,"der Mangel, Mängel",عیب؛ کمبود,audio/fa/72d8d14c88d67b54f5.mp3
b2-0826,B2 all 12 units,Unit 7,die Nachhaltigkeit,پایداری,audio/fa/f2b1424ef90c3aade8.mp3
b2-0827,B2 all 12 units,Unit 7,"das Preis-Leistungs-Verhältnis, -se",نسبت قیمت به کیفیت,audio/fa/f5a4ea2847daf899ad.mp3
b2-0828,B2 all 12 units,Unit 7,das Qualitätsmanagement,مدیریت کیفیت,audio/fa/8898aa7dbdba48fe2e.mp3
b2-0829,B2 all 12 units,Unit 7,"das Qualitätsmerkmal, -e",ویژگی کیفیت,audio/fa/f6bceb6ccef4ac8c94.mp3
b2-0830,B2 all 12 units,Unit 7,die Qualitätssicherung,تضمین کیفیت,audio/fa/6a01b6619fb15fc8d5.mp3
b2-0831,B2 all 12 units,Unit 7,"die Pauschalreise, -n",سفر پکیجی,audio/fa/6b56eac74e4291c96c.mp3
b2-0832,B2 all 12 units,Unit 7,"das Regalbrett, -er",تخته الماری,audio/fa/61a7d2d54fc1aff222.mp3
b2-0833,B2 all 12 units,Unit 7,"die Sägemaschine, -n",ماشین اره,audio/fa/3cc50717bda6bb4ce4.mp3
b2-0834,B2 all 12 units,Unit 7,die Umweltfreundlichkeit,دوستدار محیط‌زیست بودن,audio/fa/b5b4098ff3c8a4616a.mp3
b2-0835,B2 all 12 units,Unit 7,etw. vermeiden,جلوگیری کردن از,audio/fa/9c0fc5b0e8d405ef9e.mp3
b2-0836,B2 all 12 units,Unit 7,wettbewerbsfähig,رقابتی؛ قابل رقابت,audio/fa/003521a6646ee0a44a.mp3
b2-0837,B2 all 12 units,Unit 7,der Zusammenbau,مونتاژ؛ سرهم‌کردن,audio/fa/8e33296575214f94a6.mp3
b2-0838,B2 all 12 units,Unit 7,etw. zusammenbauen,مونتاژ کردن,audio/fa/f5a32db3d6fd915d59.mp3
b2-0839,B2 all 12 units,Unit 7,die Zuverlässigkeit,قابل اعتماد بودن,audio/fa/70715e5cb0494c2979.mp3
b2-0840,B2 all 12 units,Unit 7,"die Arbeitsfläche, -n",سطح کار,audio/fa/8c873a47cbacb81365.mp3
b2-0841,B2 all 12 units,Unit 7,etw. auslösen,سبب شدن؛ ایجاد کردن,audio/fa/08d6d7559a51c3fa31.mp3
b2-0842,B2 all 12 units,Unit 7,"die Bakterie, -n",باکتری,audio/fa/20f208e6341c29dfad.mp3
b2-0843,B2 all 12 units,Unit 7,"das Desinfektionsmittel, -",مواد ضدعفونی,audio/fa/266d459f9eded588a0.mp3
b2-0844,B2 all 12 units,Unit 7,etw. desinfizieren,ضدعفونی کردن,audio/fa/c34c7ebafd9b4ab068.mp3
b2-0845,B2 all 12 units,Unit 7,"die Dienstkleidung, -en",لباس کار,audio/fa/cbf839422c047c0068.mp3
b2-0846,B2 all 12 units,Unit 7,"der Einmalhandschuh, -e",دستکش یک‌بارمصرف,audio/fa/a2fd48f86610b12465.mp3
b2-0847,B2 all 12 units,Unit 7,etw./jdn. einseifen,صابون زدن,audio/fa/3018fe2532dc61cd5c.mp3
b2-0848,B2 all 12 units,Unit 7,"das Fieberthermometer, -",تب‌سنج,audio/fa/de9fff330e29af0e85.mp3
b2-0849,B2 all 12 units,Unit 7,"der Fingernagel, Fingernägel",ناخن دست,audio/fa/e91b095db5f452c147.mp3
b2-0850,B2 all 12 units,Unit 7,fließendes Wasser,آب جاری,audio/fa/03216c43787ca8e8bb.mp3
b2-0851,B2 all 12 units,Unit 7,"der Funktionsraum, Funktionsräume",اتاق خدماتی/کاری,audio/fa/b283642699d108306d.mp3
b2-0852,B2 all 12 units,Unit 7,etw./jdn. gefährden,به خطر انداختن,audio/fa/7e310a8fbf0ddfe0c5.mp3
b2-0853,B2 all 12 units,Unit 7,die Hygiene,حفظ‌الصحه,audio/fa/d7de510b99a79e24ad.mp3
b2-0854,B2 all 12 units,Unit 7,"der Hygienebeauftragte, -n",مسئول حفظ‌الصحه مرد,audio/fa/735bb58837e5ce914a.mp3
b2-0855,B2 all 12 units,Unit 7,"die Hygienebeauftragte, -n",مسئول حفظ‌الصحه زن,audio/fa/103e78fa8cd3a57bc0.mp3
b2-0856,B2 all 12 units,Unit 7,"der Hygieneplan, Hygienepläne",پلان حفظ‌الصحه,audio/fa/2e2029aaea0347b007.mp3
b2-0857,B2 all 12 units,Unit 7,"die Infektion, -en",عفونت,audio/fa/a621c25028e5a8c560.mp3
b2-0858,B2 all 12 units,Unit 7,etw. kontaminieren,آلوده کردن,audio/fa/c73e049644240a92f7.mp3
b2-0859,B2 all 12 units,Unit 7,"der Krankheitserreger, -",عامل بیماری,audio/fa/5defe74ccad5120bf4.mp3
b2-0860,B2 all 12 units,Unit 7,"die Pandemie, -n",همه‌گیری,audio/fa/f6b2cb7b01838f77cd.mp3
b2-0861,B2 all 12 units,Unit 7,"der Pflegebereich, -e",بخش مراقبت,audio/fa/7ee6270f257254f8e1.mp3
b2-0862,B2 all 12 units,Unit 7,"die Pflegekraft, Pflegekräfte",نیروی مراقبتی؛ پرستار,audio/fa/1101915cb90a0355c5.mp3
b2-0863,B2 all 12 units,Unit 7,die Qualitätssicherung,تضمین کیفیت,audio/fa/6a01b6619fb15fc8d5.mp3
b2-0864,B2 all 12 units,Unit 7,"die Sanitäreinrichtung, -en",تأسیسات صحی,audio/fa/b1cdedc8255d381f0e.mp3
b2-0865,B2 all 12 units,Unit 7,etw./jdn. schützen vor (+ Dat.),محافظت کردن از,audio/fa/7b52732bc4cb5ca28f.mp3
b2-0866,B2 all 12 units,Unit 7,der Stuhl,مدفوع,audio/fa/ad29ae3715f11462aa.mp3
b2-0867,B2 all 12 units,Unit 7,"die Übertragung, -en",انتقال,audio/fa/ca9c7ff586394cf2c2.mp3
b2-0868,B2 all 12 units,Unit 7,"der Urin, -e",ادرار,audio/fa/90eae0a09554df703f.mp3
b2-0869,B2 all 12 units,Unit 7,"die Verbreitung, -en",گسترش,audio/fa/8672cdd9dd6e43d1c4.mp3
b2-0870,B2 all 12 units,Unit 7,etw. verhindern,جلوگیری کردن,audio/fa/8c8ef688b9a71a4142.mp3
b2-0871,B2 all 12 units,Unit 7,"das Virus, Viren",ویروس,audio/fa/53c9201630c49d907c.mp3
b2-0872,B2 all 12 units,Unit 7,"der Zwischenraum, Zwischenräume",فاصله میان دو چیز,audio/fa/92b44c881b81b9f0e9.mp3
b2-0873,B2 all 12 units,Unit 7,angespannt,پرتنش؛ نگران,audio/fa/1ec8338be6dfd44c86.mp3
b2-0874,B2 all 12 units,Unit 7,anregend,الهام‌بخش؛ برانگیزاننده,audio/fa/f431b3f198bceb3bb5.mp3
b2-0875,B2 all 12 units,Unit 7,das Arbeitsklima,فضای کاری,audio/fa/4a7d0681801c971e58.mp3
b2-0876,B2 all 12 units,Unit 7,die Atmosphäre,فضا؛ جو,audio/fa/db0289380fc82f9499.mp3
b2-0877,B2 all 12 units,Unit 7,Aufgaben erfüllen,وظایف را انجام دادن,audio/fa/f8761ce0578edccd65.mp3
b2-0878,B2 all 12 units,Unit 7,ausführlich,مفصل؛ کامل,audio/fa/bd3e82c37d9109649f.mp3
b2-0879,B2 all 12 units,Unit 7,befreiend,آرامش‌بخش؛ رهایی‌بخش,audio/fa/2269602085024f1ada.mp3
b2-0880,B2 all 12 units,Unit 7,etw./jdn. beurteilen,ارزیابی کردن,audio/fa/d2dd531f7483a04b1a.mp3
b2-0881,B2 all 12 units,Unit 7,etw. bewerten,ارزیابی کردن,audio/fa/d2dd531f7483a04b1a.mp3
b2-0882,B2 all 12 units,Unit 7,ehrlich,صادق,audio/fa/9f81344704ea48134c.mp3
b2-0883,B2 all 12 units,Unit 7,einfühlsam,همدل؛ بااحساس,audio/fa/dfdbfc3ad013a6b2bc.mp3
b2-0884,B2 all 12 units,Unit 7,emotional,احساسی,audio/fa/903c5ee98cc3db7717.mp3
b2-0885,B2 all 12 units,Unit 7,ernst,جدی,audio/fa/b502aaa498f00e8173.mp3
b2-0886,B2 all 12 units,Unit 7,etw. erreichen,به دست آوردن؛ رسیدن به,audio/fa/d24da9b578ed1cc6ed.mp3
b2-0887,B2 all 12 units,Unit 7,etw. zur Diskussion stellen,به بحث گذاشتن,audio/fa/9f3bdacec9ce3a53ac.mp3
b2-0888,B2 all 12 units,Unit 7,Feedback geben,بازخورد دادن,audio/fa/5435113520de32ac65.mp3
b2-0889,B2 all 12 units,Unit 7,"das Feedback, -s",بازخورد,audio/fa/ee9a35fc4392aa8534.mp3
b2-0890,B2 all 12 units,Unit 7,Fragen stellen,سؤال پرسیدن,audio/fa/12014f54cb13144a84.mp3
b2-0891,B2 all 12 units,Unit 7,"die Führungskraft, Führungskräfte",مدیر؛ مسئول,audio/fa/9b09248914c9b63ec3.mp3
b2-0892,B2 all 12 units,Unit 7,die Gelegenheit ergreifen,فرصت را گرفتن,audio/fa/7628f723bd1ba7272a.mp3
b2-0893,B2 all 12 units,Unit 7,harmonisch,هماهنگ؛ آرام,audio/fa/0ed0f364d331a01ca1.mp3
b2-0894,B2 all 12 units,Unit 7,hitzig,تند؛ پرحرارت,audio/fa/54520500de4a4a4b52.mp3
b2-0895,B2 all 12 units,Unit 7,in Wut geraten,خشمگین شدن,audio/fa/63284c1a087c831956.mp3
b2-0896,B2 all 12 units,Unit 7,klärend,روشنگر,audio/fa/774a6492224ebd6645.mp3
b2-0897,B2 all 12 units,Unit 7,kollegial,همکارانه,audio/fa/c73c286a7f0559986f.mp3
b2-0898,B2 all 12 units,Unit 7,die Kooperationsfähigkeit,توانایی همکاری,audio/fa/f13b5f7a6574fb893d.mp3
b2-0899,B2 all 12 units,Unit 7,Kritik üben,انتقاد کردن,audio/fa/e810711c104850145b.mp3
b2-0900,B2 all 12 units,Unit 7,die Kundenorientierung,مشتری‌محوری,audio/fa/cb1476d0ee76daa0ec.mp3
b2-0901,B2 all 12 units,Unit 7,locker,راحت؛ غیررسمی,audio/fa/2fa83c9bbb458a626f.mp3
b2-0902,B2 all 12 units,Unit 7,offen,باز؛ صریح,audio/fa/bdc62448309c1c18b9.mp3
b2-0903,B2 all 12 units,Unit 7,Protokoll führen,پروتوکول نوشتن,audio/fa/8781c55bb47542909a.mp3
b2-0904,B2 all 12 units,Unit 7,"die Rückmeldung, -en",بازخورد؛ جواب,audio/fa/b994d97fdf68584a0d.mp3
b2-0905,B2 all 12 units,Unit 7,Vereinbarungen treffen,توافقات کردن,audio/fa/3d2e1976815766e04d.mp3
b2-0906,B2 all 12 units,Unit 7,das Verhalten,رفتار,audio/fa/fe14a3c43a7580865f.mp3
b2-0907,B2 all 12 units,Unit 7,vertraulich,محرمانه,audio/fa/d3ac2358b6f418c815.mp3
b2-0908,B2 all 12 units,Unit 7,"das Zielvereinbarungsgespräch, -e",گفت‌وگوی تعیین اهداف,audio/fa/180a7b732756e10a26.mp3
b2-0909,B2 all 12 units,Unit 7,zur Sprache kommen,مطرح شدن,audio/fa/da1f35b321a72d33e1.mp3
b2-0910,B2 all 12 units,Unit 7,die stationäre Altenpflege,مراقبت سالمندان در مرکز,audio/fa/2a8aed3cf54fe4d0b8.mp3
b2-0911,B2 all 12 units,Unit 7,"die Arbeitsbelastung, -en",فشار کاری,audio/fa/7906ce637950e887b5.mp3
b2-0912,B2 all 12 units,Unit 7,etw. ausgleichen,جبران/متعادل کردن,audio/fa/107e72460ea96c9586.mp3
b2-0913,B2 all 12 units,Unit 7,etw. aushandeln,مذاکره کردن,audio/fa/f1df0bf6b1cda38cb1.mp3
b2-0914,B2 all 12 units,Unit 7,belastend,فشارآور؛ سنگین,audio/fa/cd08a25cd64f59ee6d.mp3
b2-0915,B2 all 12 units,Unit 7,berechtigt,موجه؛ بحق,audio/fa/98bed26be769c246e4.mp3
b2-0916,B2 all 12 units,Unit 7,"die Betriebsvereinbarung, -en",توافق‌نامه شرکت,audio/fa/5e0ee1968b9ebccecf.mp3
b2-0917,B2 all 12 units,Unit 7,etw. bewilligen,تصویب/منظور کردن,audio/fa/4476cae5333aca48a6.mp3
b2-0918,B2 all 12 units,Unit 7,destruktiv,مخرب,audio/fa/2f4b7243323bd82e5a.mp3
b2-0919,B2 all 12 units,Unit 7,"die Einschätzung, -en",ارزیابی؛ برداشت,audio/fa/a4da130bc1243925df.mp3
b2-0920,B2 all 12 units,Unit 7,sich einschleichen,پنهانی وارد شدن؛ رخ دادن,audio/fa/ef1c730dc68177a05d.mp3
b2-0921,B2 all 12 units,Unit 7,"die Entlastung, -en",کاهش فشار؛ آرامش,audio/fa/b6d05c76b4a2f02b6e.mp3
b2-0922,B2 all 12 units,Unit 7,"die Fachkraft, Fachkräfte",نیروی متخصص,audio/fa/7ead6ae78117a69c53.mp3
b2-0923,B2 all 12 units,Unit 7,jdm. sind die Hände gebunden,دست کسی بسته بودن,audio/fa/768e891e50f6d66f6f.mp3
b2-0924,B2 all 12 units,Unit 7,gehetzt,عجول؛ تحت فشار,audio/fa/ca3cc2ddafa2e8afc3.mp3
b2-0925,B2 all 12 units,Unit 7,der Gesundheitsschutz,محافظت صحی,audio/fa/758924ef8dc13654e1.mp3
b2-0926,B2 all 12 units,Unit 7,"der Heimleiter, -",مدیر خانه سالمندان مرد,audio/fa/b77fde70111b607b01.mp3
b2-0927,B2 all 12 units,Unit 7,"die Heimleiterin, -nen",مدیر خانه سالمندان زن,audio/fa/18dd249318daadfc11.mp3
b2-0928,B2 all 12 units,Unit 7,die Leistungsgrenze,حد توان کاری,audio/fa/05d9483d8d8729849f.mp3
b2-0929,B2 all 12 units,Unit 7,machtlos,بی‌قدرت,audio/fa/46dffb779e6d6c63c2.mp3
b2-0930,B2 all 12 units,Unit 7,die Mehrarbeit,کار اضافی,audio/fa/83cf1f3030c24cd6a0.mp3
b2-0931,B2 all 12 units,Unit 7,peinlich,شرم‌آور,audio/fa/0f6f2809cb80bb83d5.mp3
b2-0932,B2 all 12 units,Unit 7,der Personalmangel,کمبود پرسونل,audio/fa/38457cd75a1a86da49.mp3
b2-0933,B2 all 12 units,Unit 7,sachlich,عینی؛ بی‌طرفانه,audio/fa/edc310a64cb8a1828a.mp3
b2-0934,B2 all 12 units,Unit 7,"der Tadel, -",سرزنش,audio/fa/757337220361667888.mp3
b2-0935,B2 all 12 units,Unit 7,jdm. etw. übel nehmen,از کسی دلخور شدن,audio/fa/95f3c889ddbe4ef597.mp3
b2-0936,B2 all 12 units,Unit 7,unangenehm,ناخوشایند,audio/fa/9d8d8fa78072757dcc.mp3
b2-0937,B2 all 12 units,Unit 7,etw. verbergen,پنهان کردن,audio/fa/14d2e94ead10755f22.mp3
b2-0938,B2 all 12 units,Unit 7,versehentlich,سهواً؛ به اشتباه,audio/fa/ccfadf862abb006cd7.mp3
b2-0939,B2 all 12 units,Unit 7,etw./jdn. zurückweisen,رد کردن,audio/fa/47a00ee100602a2c4d.mp3
b2-0940,B2 all 12 units,Unit 7,sich etw. abgewöhnen,عادتی را ترک کردن,audio/fa/74a4a1e31dc85a1a8f.mp3
b2-0941,B2 all 12 units,Unit 7,sich bemühen um (+ Akk.),تلاش کردن برای,audio/fa/0ad983d7a5809cc08e.mp3
b2-0942,B2 all 12 units,Unit 7,"die Beziehung, -en",رابطه,audio/fa/6dee605b10fdad6b4d.mp3
b2-0943,B2 all 12 units,Unit 7,etw. erforschen,تحقیق کردن,audio/fa/4cc1dbc384d965c307.mp3
b2-0944,B2 all 12 units,Unit 7,halten von (+ Dat.),نظر داشتن درباره,audio/fa/e45b6b65c5aa844a4d.mp3
b2-0945,B2 all 12 units,Unit 7,"die Ich-Botschaft, -en",پیام با «من»,audio/fa/8ec09a7a543cb751b5.mp3
b2-0946,B2 all 12 units,Unit 7,klingen,صدا دادن؛ به نظر آمدن,audio/fa/2a6ad3d48c284934fa.mp3
b2-0947,B2 all 12 units,Unit 7,nachgiebig,نرم؛ سازش‌پذیر,audio/fa/dfb24420563073e625.mp3
b2-0948,B2 all 12 units,Unit 7,rotsehen,از شدت خشم کنترل خود را از دست دادن,audio/fa/84f42fd1bd5d110029.mp3
b2-0949,B2 all 12 units,Unit 7,sanft,نرم؛ ملایم,audio/fa/43acde2041a3d881d4.mp3
b2-0950,B2 all 12 units,Unit 7,schädlich für (+ Akk.),مضر برای,audio/fa/99b7ca53854b836e31.mp3
b2-0951,B2 all 12 units,Unit 7,"das Tabu, -s",تابو؛ موضوع ممنوع,audio/fa/55c59bba3bc2905ff0.mp3
b2-0952,B2 all 12 units,Unit 7,ungewohnt,ناآشنا؛ غیرمعمول,audio/fa/24ee9918a79b796ef9.mp3
b2-0953,B2 all 12 units,Unit 7,verständnisvoll,با درک؛ همدل,audio/fa/8fd6afa30732d2477c.mp3
b2-0954,B2 all 12 units,Unit 7,wahnsinnig,بسیار؛ دیوانه‌وار,audio/fa/2cabb2db2659bebb44.mp3
b2-0955,B2 all 12 units,Unit 7,sich zurückziehen von (+ Dat.),کناره‌گیری کردن از,audio/fa/b3efb51b21ed1260a2.mp3
b2-0956,B2 all 12 units,Unit 8,"der Ablauf, -abläufe",روند؛ جریان,audio/fa/30deafb5e40451fc24.mp3
b2-0957,B2 all 12 units,Unit 8,etw. abwägen,سنجیدن؛ سبک‌وسنگین کردن,audio/fa/b756e9d787600c3e18.mp3
b2-0958,B2 all 12 units,Unit 8,"die Arbeitsbedingung, -en",شرایط کاری,audio/fa/8b4b4f3670bbbfa3a1.mp3
b2-0959,B2 all 12 units,Unit 8,"der Aspekt, -e",جنبه,audio/fa/93f40781b9336bd6a5.mp3
b2-0960,B2 all 12 units,Unit 8,"die Auftragsabwicklung, -en",طی مراحل سفارش,audio/fa/327517829526ff2d1a.mp3
b2-0961,B2 all 12 units,Unit 8,"der Baustoff, -e",مواد ساختمانی,audio/fa/52a961004d12e75614.mp3
b2-0962,B2 all 12 units,Unit 8,etw./jdm. Beachtung schenken,توجه کردن به چیزی/کسی,audio/fa/edf4febe5ccd789d14.mp3
b2-0963,B2 all 12 units,Unit 8,etw. benötigen,نیاز داشتن به,audio/fa/1c710790853a6c5555.mp3
b2-0964,B2 all 12 units,Unit 8,etw. berücksichtigen,در نظر گرفتن,audio/fa/d20a9bf0e41d12c7e2.mp3
b2-0965,B2 all 12 units,Unit 8,etw. beschaffen,تهیه کردن,audio/fa/4d7dda5486fe09bc76.mp3
b2-0966,B2 all 12 units,Unit 8,die Beschaffung,تهیه؛ تدارکات,audio/fa/183f40f7bfaf3f88e2.mp3
b2-0967,B2 all 12 units,Unit 8,"der Beschaffungsmarkt, -märkte",بازار تدارکات,audio/fa/1225ac966ff5973011.mp3
b2-0968,B2 all 12 units,Unit 8,"die Bestandsaufnahme, -n",بررسی موجودی؛ ارزیابی وضعیت,audio/fa/8ff9f224092c62ec90.mp3
b2-0969,B2 all 12 units,Unit 8,"das CAD-Programm, -e",برنامه طراحی کمپیوتر,audio/fa/deea173d0a78734cb6.mp3
b2-0970,B2 all 12 units,Unit 8,"der Einfluss, -einflüsse",تأثیر,audio/fa/4670b1b0ff44b65b57.mp3
b2-0971,B2 all 12 units,Unit 8,Einfluss haben auf (+ Akk.),تأثیر داشتن بر,audio/fa/3bd38d1a0853947bb2.mp3
b2-0972,B2 all 12 units,Unit 8,etw. einkalkulieren,محاسبه/در نظر گرفتن,audio/fa/3f179c492140542aa6.mp3
b2-0973,B2 all 12 units,Unit 8,erforderlich,ضروری؛ لازم,audio/fa/ff09d80417bb7e5231.mp3
b2-0974,B2 all 12 units,Unit 8,"die Fachmesse, -n",نمایشگاه تخصصی,audio/fa/351b5e085fe2f63984.mp3
b2-0975,B2 all 12 units,Unit 8,"das Fertighaus, -häuser",خانه آماده,audio/fa/7b5bd6fb7aaf6986cf.mp3
b2-0976,B2 all 12 units,Unit 8,"die Fertighausfirma, -firmen",شرکت خانه‌های آماده,audio/fa/ddf9f5cb85542f3ffe.mp3
b2-0977,B2 all 12 units,Unit 8,"das Gartengerät, -e",وسیله باغبانی,audio/fa/b0900ac83b10355556.mp3
b2-0978,B2 all 12 units,Unit 8,geeignet,مناسب,audio/fa/968cb577d09acd8f30.mp3
b2-0979,B2 all 12 units,Unit 8,global,جهانی,audio/fa/ffc3abe04e55f61f35.mp3
b2-0980,B2 all 12 units,Unit 8,die Globalisierung,جهانی‌شدن,audio/fa/35f2de930e0279aa4d.mp3
b2-0981,B2 all 12 units,Unit 8,"das Gut, -güter",کالا؛ جنس,audio/fa/f373b13ea8a5b041de.mp3
b2-0982,B2 all 12 units,Unit 8,der Konkurrenzdruck,فشار رقابت,audio/fa/2a3bc63930cce02581.mp3
b2-0983,B2 all 12 units,Unit 8,"die Lagerkapazität, -en",ظرفیت انبار,audio/fa/b02df8428fda059057.mp3
b2-0984,B2 all 12 units,Unit 8,die Liefersicherheit,اطمینان تحویل,audio/fa/2cd49ac5a25972555d.mp3
b2-0985,B2 all 12 units,Unit 8,massiv,شدید؛ بزرگ,audio/fa/96818d601cb0162f22.mp3
b2-0986,B2 all 12 units,Unit 8,"das Material, -ien",مواد,audio/fa/8b087439b1fce3af6f.mp3
b2-0987,B2 all 12 units,Unit 8,"die Menge, -n",مقدار,audio/fa/65a8a8b7ac68a4a8dc.mp3
b2-0988,B2 all 12 units,Unit 8,"die Produktionsunterbrechung, -en",وقفه در تولید,audio/fa/315bb7c49b99ec9524.mp3
b2-0989,B2 all 12 units,Unit 8,"das Rohmaterial, -ien",مواد خام,audio/fa/e91b75747a0e601bff.mp3
b2-0990,B2 all 12 units,Unit 8,sorgen für (+ Akk.),اطمینان حاصل کردن از,audio/fa/ab1fec92a7b22b919f.mp3
b2-0991,B2 all 12 units,Unit 8,"das Steuerbüro, -s",دفتر مالیاتی,audio/fa/ddab5fe6a7094cd0a3.mp3
b2-0992,B2 all 12 units,Unit 8,die Umweltpolitik,سیاست محیط‌زیستی,audio/fa/d2435a6e6b5db74e4d.mp3
b2-0993,B2 all 12 units,Unit 8,vertraut sein mit (+ Dat.),آشنا بودن با,audio/fa/4e5cea5c8b34d7b863.mp3
